class,genus,species,female_body_mass_g,male_body_mass_g
Reptilia,Oligosoma,grande,19.4,-999
Reptilia,Oligosoma,homalonotum,-999,-999
Reptilia,Oligosoma,inconspicuum,-999,-999
Reptilia,Oligosoma,infrapunctatum,-999,-999
Reptilia,Oligosoma,lichenigera,-999,-999
Reptilia,Oligosoma,lineoocellatum,-999,-999
Reptilia,Oligosoma,longipes,-999,-999
Reptilia,Oligosoma,maccanni,4.68,-999
Reptilia,Oligosoma,macgregori,-999,-999
Reptilia,Oligosoma,microlepis,-999,-999
Reptilia,Oligosoma,moco,-999,-999
Reptilia,Oligosoma,nigriplantare,-999,-999
Reptilia,Oligosoma,notosaurus,-999,-999
Reptilia,Oligosoma,oliveri,11.59,-999
Reptilia,Oligosoma,ornatum,-999,-999
Reptilia,Oligosoma,otagense,35.28,-999
Reptilia,Oligosoma,pikitanga,-999,15
Reptilia,Oligosoma,polychroma,-999,-999
Reptilia,Oligosoma,smithi,-999,-999
Reptilia,Oligosoma,stenotis,-999,-999
Reptilia,Oligosoma,striatum,-999,-999
Reptilia,Oligosoma,suteri,-999,19.8
Reptilia,Oligosoma,taumakae,-999,-999
Reptilia,Oligosoma,waimatense,-999,-999
Reptilia,Oligosoma,whitakeri,15.51,-999
Reptilia,Oligosoma,zelandicum,-999,-999
Reptilia,Ophiomorus,blanfordi,-999,-999
Reptilia,Ophiomorus,brevipes,-999,-999
Reptilia,Ophiomorus,chernovi,-999,-999
Reptilia,Ophiomorus,latastii,-999,-999
Reptilia,Ophiomorus,nuchalis,-999,-999
Reptilia,Ophiomorus,persicus,-999,-999
Reptilia,Ophiomorus,punctatissimus,-999,-999
Reptilia,Ophiomorus,raithmai,-999,-999
Reptilia,Ophiomorus,streeti,-999,-999
Reptilia,Ophiomorus,tridactylus,-999,-999
Reptilia,Ophioscincus,cooloolensis,-999,-999
Reptilia,Ophioscincus,ophioscincus,-999,-999
Reptilia,Ophioscincus,truncatus,-999,-999
Reptilia,Otosaurus,cumingi,-999,-999
Reptilia,Pamelaescincus,gardineri,-999,13.6
Reptilia,Panaspis,breviceps,-999,-999
Reptilia,Panaspis,burgeoni,-999,-999
Reptilia,Panaspis,cabindae,-999,-999
Reptilia,Panaspis,helleri,-999,-999
Reptilia,Panaspis,megalurus,-999,-999
Reptilia,Panaspis,nimbaensis,1.73,-999
Reptilia,Panaspis,tancredi,-999,-999
Reptilia,Panaspis,togoensis,-999,-999
Reptilia,Panopa,carvalhoi,-999,-999
Reptilia,Panopa,croizati,-999,-999
Reptilia,Papuascincus,morokanus,-999,-999
Reptilia,Papuascincus,phaeodes,-999,-999
Reptilia,Papuascincus,stanleyanus,-999,-999
Reptilia,Paracontias,brocchii,-999,-999
Reptilia,Paracontias,hafa,-999,-999
Reptilia,Paracontias,hildebrandti,-999,-999
Reptilia,Paracontias,holomelas,-999,-999
Reptilia,Paracontias,manify,-999,-999
Reptilia,Paracontias,milloti,-999,-999
Reptilia,Paracontias,minimus,-999,-999
Reptilia,Paracontias,rothschildi,-999,-999
Reptilia,Paracontias,tsararano,-999,-999
Reptilia,Parvoscincus,beyeri,-999,-999
Reptilia,Parvoscincus,decipiens,-999,-999
Reptilia,Parvoscincus,kitangladensis,-999,-999
Reptilia,Parvoscincus,laterimaculatus,-999,-999
Reptilia,Parvoscincus,lawtoni,-999,-999
Reptilia,Parvoscincus,leucospilos,-999,-999
Reptilia,Parvoscincus,luzonense,-999,-999
Reptilia,Parvoscincus,palawanensis,-999,-999
Reptilia,Parvoscincus,sisoni,-999,-999
Reptilia,Parvoscincus,steerei,-999,-999
Reptilia,Parvoscincus,tagapayo,-999,-999
Reptilia,Phoboscincus,bocourti,-999,-999
Reptilia,Phoboscincus,garnieri,-999,-999
Reptilia,Pinoyscincus,abdictus,-999,-999
Reptilia,Pinoyscincus,coxi,-999,-999
Reptilia,Pinoyscincus,jagori,-999,-999
Reptilia,Pinoyscincus,llanosi,-999,-999
Reptilia,Pinoyscincus,mindanensis,-999,-999
Reptilia,Plestiodon,anthracinus,4.34,-999
Reptilia,Plestiodon,barbouri,-999,-999
Reptilia,Plestiodon,bilineatus,-999,-999
Reptilia,Plestiodon,brevirostris,-999,-999
Reptilia,Plestiodon,callicephalus,-999,-999
Reptilia,Plestiodon,capito,-999,-999
Reptilia,Plestiodon,chinensis,-999,-999
Reptilia,Plestiodon,colimensis,-999,-999
Reptilia,Plestiodon,copei,6.29,-999
Reptilia,Plestiodon,coreensis,-999,-999
Reptilia,Plestiodon,dicei,-999,-999
Reptilia,Plestiodon,dugesii,-999,-999
Reptilia,Plestiodon,egregius,0.77,-999
Reptilia,Plestiodon,elegans,-999,-999
Reptilia,Plestiodon,fasciatus,6.7,-999
Reptilia,Plestiodon,gilberti,-999,-999
Reptilia,Plestiodon,indubitus,-999,-999
Reptilia,Plestiodon,inexpectatus,7.04,9.8
Reptilia,Plestiodon,kishinouyei,-999,-999
Reptilia,Plestiodon,lagunensis,5.28,-999
Reptilia,Plestiodon,laticeps,22.04,38
Reptilia,Plestiodon,latiscutatus,11.235,-999
Reptilia,Plestiodon,liui,-999,-999
Reptilia,Plestiodon,longirostris,-999,-999
Reptilia,Plestiodon,lynxe,4.54,-999
Reptilia,Plestiodon,marginatus,-999,-999
Reptilia,Plestiodon,multilineatus,-999,-999
Reptilia,Plestiodon,multivirgatus,5.49,-999
Reptilia,Plestiodon,obsoletus,37.53,-999
Reptilia,Plestiodon,ochoterenae,-999,-999
Reptilia,Plestiodon,parviauriculatus,-999,-999
Reptilia,Plestiodon,parvulus,-999,-999
Reptilia,Plestiodon,quadrilineatus,-999,-999
Reptilia,Plestiodon,reynoldsi,2.325,-999
Reptilia,Plestiodon,septentrionalis,7.94,-999
Reptilia,Plestiodon,skiltonianus,5.28,-999
Reptilia,Plestiodon,stimpsonii,-999,-999
Reptilia,Plestiodon,sumichrasti,-999,-999
Reptilia,Plestiodon,tamdaoensis,-999,-999
Reptilia,Plestiodon,tetragrammus,4.95,-999
Reptilia,Plestiodon,tunganus,-999,-999
Reptilia,Prasinohaema,flavipes,-999,-999
Reptilia,Prasinohaema,parkeri,-999,-999
Reptilia,Prasinohaema,prehensicauda,-999,-999
Reptilia,Prasinohaema,semoni,-999,-999
Reptilia,Prasinohaema,virens,-999,-999
Reptilia,Proablepharus,kinghorni,-999,-999
Reptilia,Proablepharus,naranjicaudus,-999,-999
Reptilia,Proablepharus,reginae,-999,-999
Reptilia,Proablepharus,tenuis,-999,-999
Reptilia,Proscelotes,aenea,-999,-999
Reptilia,Proscelotes,arnoldi,-999,-999
Reptilia,Proscelotes,eggeli,-999,-999
Reptilia,Pseudemoia,baudini,-999,-999
Reptilia,Pseudemoia,cryodroma,-999,-999
Reptilia,Pseudemoia,entrecasteauxii,-999,-999
Reptilia,Pseudemoia,pagenstecheri,3.5,-999
Reptilia,Pseudemoia,rawlinsoni,-999,-999
Reptilia,Pseudemoia,spenceri,-999,-999
Reptilia,Pseudoacontias,angelorum,-999,-999
Reptilia,Pseudoacontias,madagascariensis,-999,-999
Reptilia,Pseudoacontias,menamainty,-999,-999
Reptilia,Pseudoacontias,unicolor,-999,-999
Reptilia,Psychosaura,agmosticha,-999,-999
Reptilia,Psychosaura,macrorhyncha,-999,5.4
Reptilia,Pygomeles,braconnieri,-999,-999
Reptilia,Pygomeles,petteri,-999,-999
Reptilia,Ristella,beddomii,-999,-999
Reptilia,Ristella,guentheri,-999,-999
Reptilia,Ristella,rurkii,-999,-999
Reptilia,Ristella,travancorica,-999,-999
Reptilia,Saiphos,equalis,-999,-999
Reptilia,Saproscincus,basiliscus,-999,-999
Reptilia,Saproscincus,challengeri,-999,-999
Reptilia,Saproscincus,czechurai,-999,-999
Reptilia,Saproscincus,eungellensis,-999,-999
Reptilia,Saproscincus,hannahae,-999,-999
Reptilia,Saproscincus,lewisi,-999,-999
Reptilia,Saproscincus,mustelinus,-999,-999
Reptilia,Saproscincus,oriarus,-999,-999
Reptilia,Saproscincus,rosei,-999,-999
Reptilia,Saproscincus,spectabilis,-999,-999
Reptilia,Saproscincus,tetradactylus,-999,-999
Reptilia,Scelotes,anguineus,-999,-999
Reptilia,Scelotes,arenicolus,-999,-999
Reptilia,Scelotes,bicolor,-999,-999
Reptilia,Scelotes,bidigittatus,-999,-999
Reptilia,Scelotes,bipes,-999,-999
Reptilia,Scelotes,bourquini,-999,-999
Reptilia,Scelotes,caffer,-999,-999
Reptilia,Scelotes,capensis,-999,-999
Reptilia,Scelotes,duttoni,-999,-999
Reptilia,Scelotes,fitzsimonsi,-999,-999
Reptilia,Scelotes,gronovii,-999,-999
Reptilia,Scelotes,guentheri,-999,-999
Reptilia,Scelotes,inornatus,-999,-999
Reptilia,Scelotes,insularis,-999,-999
Reptilia,Scelotes,kasneri,-999,-999
Reptilia,Scelotes,limpopoensis,-999,-999
Reptilia,Scelotes,mirus,-999,-999
Reptilia,Scelotes,montispectus,-999,-999
Reptilia,Scelotes,mossambicus,-999,-999
Reptilia,Scelotes,poensis,-999,-999
Reptilia,Scelotes,schebeni,-999,-999
Reptilia,Scelotes,sexlineatus,-999,-999
Reptilia,Scelotes,uluguruensis,-999,-999
Reptilia,Scelotes,vestigifer,-999,-999
Reptilia,Scincella,assatus,-999,-999
Reptilia,Scincella,barbouri,-999,-999
Reptilia,Scincella,boettgeri,-999,-999
Reptilia,Scincella,capitanea,-999,-999
Reptilia,Scincella,caudaequinae,-999,-999
Reptilia,Scincella,cherriei,2.7,-999
Reptilia,Scincella,devorator,-999,-999
Reptilia,Scincella,doriae,-999,-999
Reptilia,Scincella,forbesora,-999,-999
Reptilia,Scincella,formosensis,-999,-999
Reptilia,Scincella,gemmingeri,-999,-999
Reptilia,Scincella,huanrenensis,-999,-999
Reptilia,Scincella,inconspicua,-999,-999
Reptilia,Scincella,lateralis,1.73,1.5
Reptilia,Scincella,macrotis,-999,-999
Reptilia,Scincella,melanosticta,-999,-999
Reptilia,Scincella,modesta,-999,-999
Reptilia,Scincella,monticola,-999,-999
Reptilia,Scincella,ochracea,-999,-999
Reptilia,Scincella,przewalskii,-999,-999
Reptilia,Scincella,punctatolineata,-999,-999
Reptilia,Scincella,rara,-999,-999
Reptilia,Scincella,reevesii,-999,-999
Reptilia,Scincella,rufocaudatus,-999,-999
Reptilia,Scincella,silvicola,-999,-999
Reptilia,Scincella,tsinlingensis,-999,-999
Reptilia,Scincella,vandenburghi,-999,-999
Reptilia,Scincella,victoriana,-999,-999
Reptilia,Scincopus,fasciatus,-999,-999
Reptilia,Scincus,albifasciatus,21.61,-999
Reptilia,Scincus,hemprichii,-999,80
Reptilia,Scincus,mitranus,22.55,29
Reptilia,Scincus,scincus,21.61,-999
Reptilia,Scolecoseps,acontias,-999,-999
Reptilia,Scolecoseps,boulengeri,-999,-999
Reptilia,Scolecoseps,litipoensis,-999,-999
Reptilia,Sepsina,alberti,-999,-999
Reptilia,Sepsina,angolensis,-999,-999
Reptilia,Sepsina,bayoni,-999,-999
Reptilia,Sepsina,copei,-999,-999
Reptilia,Sepsina,tetradactyla,-999,-999
Reptilia,Sepsophis,punctatus,-999,-999
Reptilia,Sigaloseps,deplanchei,-999,-999
Reptilia,Sigaloseps,ruficauda,-999,-999
Reptilia,Silvascincus,murrayi,-999,-999
Reptilia,Silvascincus,tryoni,-999,-999
Reptilia,Simiscincus,aurantiacus,-999,-999
Reptilia,Sirenoscincus,yamagishii,-999,-999
Reptilia,Sphenomorphus,acutus,-999,-999
Reptilia,Sphenomorphus,alfredi,-999,-999
Reptilia,Sphenomorphus,amblyplacodes,-999,-999
Reptilia,Sphenomorphus,annectens,-999,-999
Reptilia,Sphenomorphus,anotus,-999,-999
Reptilia,Sphenomorphus,bignelli,-999,-999
Reptilia,Sphenomorphus,brunneus,-999,-999
Reptilia,Sphenomorphus,buenloicus,-999,-999
Reptilia,Sphenomorphus,buettikoferi,-999,-999
Reptilia,Sphenomorphus,butleri,-999,-999
Reptilia,Sphenomorphus,cameronicus,-999,-999
Reptilia,Sphenomorphus,celebense,-999,-999
Reptilia,Sphenomorphus,cinereus,-999,-999
Reptilia,Sphenomorphus,concinnatus,-999,-999
Reptilia,Sphenomorphus,consobrinus,-999,-999
Reptilia,Sphenomorphus,cophias,-999,-999
Reptilia,Sphenomorphus,courcyanum,-999,-999
Reptilia,Sphenomorphus,cranei,-999,-999
Reptilia,Sphenomorphus,crassus,-999,-999
Reptilia,Sphenomorphus,cryptotis,-999,-999
Reptilia,Sphenomorphus,cyanolaemus,-999,-999
Reptilia,Sphenomorphus,darlingtoni,-999,-999
Reptilia,Sphenomorphus,derooyae,-999,-999
Reptilia,Sphenomorphus,diwata,-999,-999
Reptilia,Sphenomorphus,dussumieri,-999,-999
Reptilia,Sphenomorphus,fasciatus,20.14,-999
Reptilia,Sphenomorphus,forbesi,-999,-999
Reptilia,Sphenomorphus,fragilis,-999,-999
Reptilia,Sphenomorphus,fragosus,-999,-999
Reptilia,Sphenomorphus,fuscolineatus,-999,-999
Reptilia,Sphenomorphus,grandisonae,-999,-999
Reptilia,Sphenomorphus,granulatus,-999,-999
Reptilia,Sphenomorphus,haasi,-999,-999
Reptilia,Sphenomorphus,incognitus,-999,-999
Reptilia,Sphenomorphus,indicus,13.79,-999
Reptilia,Sphenomorphus,ishaki,-999,-999
Reptilia,Sphenomorphus,jobiensis,-999,-999
Reptilia,Sphenomorphus,kinabaluensis,-999,-999
Reptilia,Sphenomorphus,leptofasciatus,-999,-999
Reptilia,Sphenomorphus,lineopunctulatus,-999,-999
Reptilia,Sphenomorphus,longicaudatus,-999,-999
Reptilia,Sphenomorphus,maculatus,3.52,-999
Reptilia,Sphenomorphus,maculicollus,-999,-999
Reptilia,Sphenomorphus,maindroni,-999,-999
Reptilia,Sphenomorphus,malayanum,-999,-999
Reptilia,Sphenomorphus,megalops,-999,-999
Reptilia,Sphenomorphus,melanopogon,-999,-999
Reptilia,Sphenomorphus,meyeri,-999,-999
Reptilia,Sphenomorphus,microtympanus,-999,-999
Reptilia,Sphenomorphus,mimicus,-999,-999
Reptilia,Sphenomorphus,mimikanum,-999,-999
Reptilia,Sphenomorphus,minutus,-999,-999
Reptilia,Sphenomorphus,modigliani,-999,-999
Reptilia,Sphenomorphus,muelleri,-999,-999
Reptilia,Sphenomorphus,multisquamatus,-999,-999
Reptilia,Sphenomorphus,murudensis,-999,-999
Reptilia,Sphenomorphus,necopinatus,-999,-999
Reptilia,Sphenomorphus,neuhaussi,-999,-999
Reptilia,Sphenomorphus,nigriventris,-999,-999
Reptilia,Sphenomorphus,nigrolabris,-999,-999
Reptilia,Sphenomorphus,nigrolineatus,-999,-999
Reptilia,Sphenomorphus,oligolepis,-999,-999
Reptilia,Sphenomorphus,praesignis,-999,-999
Reptilia,Sphenomorphus,pratti,-999,-999
Reptilia,Sphenomorphus,puncticentralis,-999,-999
Reptilia,Sphenomorphus,rarus,-999,-999
Reptilia,Sphenomorphus,sabanus,-999,-999
Reptilia,Sphenomorphus,sanctus,-999,-999
Reptilia,Sphenomorphus,sarasinorum,-999,-999
Reptilia,Sphenomorphus,schultzei,-999,-999
Reptilia,Sphenomorphus,scotophilus,-999,-999
Reptilia,Sphenomorphus,scutatus,-999,-999
Reptilia,Sphenomorphus,shelfordi,-999,-999
Reptilia,Sphenomorphus,simus,-999,-999
Reptilia,Sphenomorphus,solomonis,-999,-999
Reptilia,Sphenomorphus,stellatus,-999,-999
Reptilia,Sphenomorphus,striatopunctatum,-999,-999
Reptilia,Sphenomorphus,striolatus,-999,-999
Reptilia,Sphenomorphus,taiwanensis,3.11,-999
Reptilia,Sphenomorphus,tanahtinggi,-999,-999
Reptilia,Sphenomorphus,tanneri,-999,-999
Reptilia,Sphenomorphus,taylori,-999,-999
Reptilia,Sphenomorphus,temmincki,-999,-999
Reptilia,Sphenomorphus,tenuiculus,-999,-999
Reptilia,Sphenomorphus,tetradactylus,-999,-999
Reptilia,Sphenomorphus,textum,-999,-999
Reptilia,Sphenomorphus,transversus,-999,-999
Reptilia,Sphenomorphus,tritaeniatus,-999,-999
Reptilia,Sphenomorphus,tropidonotus,-999,-999
Reptilia,Sphenomorphus,undulatus,-999,-999
Reptilia,Sphenomorphus,vanheurni,-999,-999
Reptilia,Sphenomorphus,variegatus,-999,-999
Reptilia,Sphenomorphus,woodfordi,-999,-999
Reptilia,Sphenomorphus,zimmeri,-999,-999
Reptilia,Spondylurus,lineolatus,-999,-999
Reptilia,Spondylurus,macleani,-999,-999
Reptilia,Tachygyia,microlepis,-999,-999
Reptilia,Techmarscincus,jigurru,5.6,-999
Reptilia,Tiliqua,adelaidensis,11.2,-999
Reptilia,Tiliqua,gigas,-999,-999
Reptilia,Tiliqua,multifasciata,568.84,-999
Reptilia,Tiliqua,nigrolutea,562.475,325
Reptilia,Tiliqua,occipitalis,568.84,-999
Reptilia,Tiliqua,rugosa,489.23,-999
Reptilia,Tiliqua,scincoides,828.46,-999
Reptilia,Trachylepis,acutilabris,-999,-999
Reptilia,Trachylepis,affinis,5.24,-999
Reptilia,Trachylepis,albilabris,-999,-999
Reptilia,Trachylepis,angolensis,-999,-999
Reptilia,Trachylepis,atlantica,-999,-999
Reptilia,Trachylepis,aurata,8.8,-999
Reptilia,Trachylepis,aureopunctata,-999,-999
Reptilia,Trachylepis,bayonii,-999,-999
Reptilia,Trachylepis,bensonii,-999,-999
Reptilia,Trachylepis,betsileana,-999,-999
Reptilia,Trachylepis,binotata,-999,-999
Reptilia,Trachylepis,bocagii,-999,-999
Reptilia,Trachylepis,boettgeri,-999,-999
Reptilia,Trachylepis,boulengeri,-999,-999
Reptilia,Trachylepis,brauni,-999,-999
Reptilia,Trachylepis,brevicollis,-999,-999
Reptilia,Trachylepis,buettneri,7.2,-999
Reptilia,Trachylepis,capensis,-999,-999
Reptilia,Trachylepis,chimbana,-999,-999
Reptilia,Trachylepis,comorensis,-999,-999
Reptilia,Trachylepis,depressa,-999,-999
Reptilia,Trachylepis,dichroma,-999,-999
Reptilia,Trachylepis,dumasi,-999,-999
Reptilia,Trachylepis,elegans,-999,-999
Reptilia,Trachylepis,ferrarai,-999,-999
Reptilia,Trachylepis,gravenhorstii,-999,-999
Reptilia,Trachylepis,hemmingi,-999,-999
Reptilia,Trachylepis,hildae,-999,-999
Reptilia,Trachylepis,hildebrandtii,-999,-999
Reptilia,Trachylepis,hoeschi,-999,-999
Reptilia,Trachylepis,homalocephala,-999,-999
Reptilia,Trachylepis,infralineata,-999,-999
Reptilia,Trachylepis,irregularis,-999,-999
Reptilia,Trachylepis,ivensii,-999,-999
Reptilia,Trachylepis,lacertiformis,-999,-999
Reptilia,Trachylepis,laevis,-999,-999
Reptilia,Trachylepis,lavarambo,-999,-999
Reptilia,Trachylepis,maculata,-999,-999
Reptilia,Trachylepis,maculilabris,7.97,-999
Reptilia,Trachylepis,madagascariensis,-999,-999
Reptilia,Trachylepis,margaritifera,-999,-999
Reptilia,Trachylepis,megalura,-999,-999
Reptilia,Trachylepis,mekuana,-999,-999
Reptilia,Trachylepis,mlanjensis,-999,-999
Reptilia,Trachylepis,nancycoutuae,-999,-999
Reptilia,Trachylepis,nganghae,-999,-999
Reptilia,Trachylepis,occidentalis,-999,-999
Reptilia,Trachylepis,pendeana,-999,-999
Reptilia,Trachylepis,perrotetii,-999,-999
Reptilia,Trachylepis,planifrons,-999,-999
Reptilia,Trachylepis,polytropis,-999,-999
Reptilia,Trachylepis,pulcherrima,-999,-999
Reptilia,Trachylepis,punctatissima,8.58,-999
Reptilia,Trachylepis,punctulata,-999,-999
Reptilia,Trachylepis,quinquetaeniata,11.21,-999
Reptilia,Trachylepis,rodenburgi,-999,-999
Reptilia,Trachylepis,sechellensis,15.7,-999
Reptilia,Trachylepis,septemtaeniata,8.8,-999
Reptilia,Trachylepis,socotrana,-999,-999
Reptilia,Trachylepis,sparsa,10.53,-999
Reptilia,Trachylepis,spilogaster,8.67,-999
Reptilia,Trachylepis,striata,8.58,-999
Reptilia,Trachylepis,sulcata,-999,-999
Reptilia,Trachylepis,tandrefana,-999,-999
Reptilia,Trachylepis,tavaratra,-999,-999
Reptilia,Trachylepis,tessellata,-999,-999
Reptilia,Trachylepis,varia,-999,-999
Reptilia,Trachylepis,variegata,-999,-999
Reptilia,Trachylepis,vato,-999,-999
Reptilia,Trachylepis,vezo,-999,-999
Reptilia,Trachylepis,vittata,5.53,-999
Reptilia,Trachylepis,volamenaloha,-999,-999
Reptilia,Trachylepis,wingati,-999,-999
Reptilia,Trachylepis,wrightii,-999,-999
Reptilia,Tribolonotus,annectens,-999,-999
Reptilia,Tribolonotus,blanchardi,-999,-999
Reptilia,Tribolonotus,brongersmai,-999,-999
Reptilia,Tribolonotus,gracilis,-999,-999
Reptilia,Tribolonotus,novaeguineae,-999,-999
Reptilia,Tribolonotus,ponceleti,-999,-999
Reptilia,Tribolonotus,pseudoponceleti,-999,-999
Reptilia,Tribolonotus,schmidti,-999,-999
Reptilia,Tropidophorus,assamensis,-999,-999
Reptilia,Tropidophorus,baconi,-999,-999
Reptilia,Tropidophorus,baviensis,-999,-999
Reptilia,Tropidophorus,beccarii,-999,-999
Reptilia,Tropidophorus,berdmorei,-999,-999
Reptilia,Tropidophorus,boehmei,-999,-999
Reptilia,Tropidophorus,brookei,-999,-999
Reptilia,Tropidophorus,cocincinensis,-999,-999
Reptilia,Tropidophorus,davaoensis,-999,-999
Reptilia,Tropidophorus,grayi,-999,-999
Reptilia,Tropidophorus,guangxiensis,-999,-999
Reptilia,Tropidophorus,hainanus,-999,-999
Reptilia,Tropidophorus,iniquus,-999,-999
Reptilia,Tropidophorus,laotus,-999,-999
Reptilia,Tropidophorus,latiscutatus,-999,-999
Reptilia,Tropidophorus,matsuii,-999,-999
Reptilia,Tropidophorus,microlepis,-999,-999
Reptilia,Tropidophorus,micropus,-999,-999
Reptilia,Tropidophorus,misaminius,-999,-999
Reptilia,Tropidophorus,mocquardii,-999,-999
Reptilia,Tropidophorus,murphyi,-999,-999
Reptilia,Tropidophorus,noggei,25.1,-999
Reptilia,Tropidophorus,partelloi,-999,-999
Reptilia,Tropidophorus,perplexus,-999,-999
Reptilia,Tropidophorus,robinsoni,-999,-999
Reptilia,Tropidophorus,sinicus,-999,-999
Reptilia,Tropidophorus,thai,-999,-999
Reptilia,Tropidoscincus,aubrianus,-999,-999
Reptilia,Tropidoscincus,boreus,-999,-999
Reptilia,Tropidoscincus,variabilis,-999,-999
Reptilia,Tumbunascincus,luteilateralis,-999,-999
Reptilia,Typhlacontias,brevipes,-999,-999
Reptilia,Typhlacontias,gracilis,-999,-999
Reptilia,Typhlacontias,johnsonii,-999,-999
Reptilia,Typhlacontias,punctatissimus,-999,-999
Reptilia,Typhlacontias,rohani,-999,-999
Reptilia,Typhlacontias,rudebecki,-999,-999
Reptilia,Typhlosaurus,braini,-999,-999
Reptilia,Typhlosaurus,caecus,-999,-999
Reptilia,Typhlosaurus,lomiae,-999,-999
Reptilia,Typhlosaurus,meyeri,-999,-999
Reptilia,Typhlosaurus,vermis,-999,-999
Reptilia,Tytthoscincus,aesculeticola,-999,-999
Reptilia,Tytthoscincus,atrigularis,-999,-999
Reptilia,Tytthoscincus,biparietalis,-999,-999
Reptilia,Tytthoscincus,hallieri,-999,-999
Reptilia,Varzea,altamazonica,-999,-999
Reptilia,Varzea,bistriata,17.895,-999
Reptilia,Vietnascincus,rugosus,-999,-999
Reptilia,Voeltzkowia,fierinensis,-999,-999
Reptilia,Voeltzkowia,lineata,-999,-999
Reptilia,Voeltzkowia,mira,-999,-999
Reptilia,Voeltzkowia,petiti,-999,-999
Reptilia,Voeltzkowia,rubrocaudata,-999,-999
Reptilia,Shinisaurus,crocodilurus,-999,-999
Reptilia,Aristelliger,barbouri,-999,-999
Reptilia,Aristelliger,cochranae,-999,-999
Reptilia,Aristelliger,expectatus,-999,-999
Reptilia,Aristelliger,georgeensis,17.65,-999
Reptilia,Aristelliger,hechti,-999,-999
Reptilia,Aristelliger,lar,-999,-999
Reptilia,Aristelliger,praesignis,7.71,-999
Reptilia,Chatogekko,amazonicus,-999,-999
Reptilia,Coleodactylus,brachystoma,-999,-999
Reptilia,Coleodactylus,meridionalis,-999,-999
Reptilia,Coleodactylus,natalensis,-999,-999
Reptilia,Coleodactylus,septentrionalis,-999,-999
Reptilia,Euleptes,europaea,-999,-999
Reptilia,Gonatodes,albogularis,1.865,-999
Reptilia,Gonatodes,alexandermendesi,-999,-999
Reptilia,Gonatodes,annularis,-999,1.5
Reptilia,Gonatodes,antillensis,-999,-999
Reptilia,Gonatodes,atricucullaris,-999,-999
Reptilia,Gonatodes,caudiscutatus,-999,-999
Reptilia,Gonatodes,ceciliae,-999,-999
Reptilia,Gonatodes,concinnatus,-999,-999
Reptilia,Gonatodes,daudini,-999,-999
Reptilia,Gonatodes,eladioi,-999,-999
Reptilia,Gonatodes,falconensis,-999,-999
Reptilia,Gonatodes,fuscus,1.865,-999
Reptilia,Gonatodes,hasemani,1.7,-999
Reptilia,Gonatodes,humeralis,-999,1.2
Reptilia,Gonatodes,ligiae,-999,-999
Reptilia,Gonatodes,ocellatus,-999,-999
Reptilia,Gonatodes,petersi,-999,-999
Reptilia,Gonatodes,purpurogularis,-999,-999
Reptilia,Gonatodes,seigliei,-999,-999
Reptilia,Gonatodes,taniae,-999,-999
Reptilia,Gonatodes,tapajonicus,-999,-999
Reptilia,Gonatodes,vittatus,-999,-999
Reptilia,Lepidoblepharis,buchwaldi,-999,-999
Reptilia,Lepidoblepharis,colombianus,-999,-999
Reptilia,Lepidoblepharis,conolepis,-999,-999
Reptilia,Lepidoblepharis,duolepis,-999,-999
Reptilia,Lepidoblepharis,festae,-999,-999
Reptilia,Lepidoblepharis,grandis,-999,-999
Reptilia,Lepidoblepharis,heyerorum,-999,-999
Reptilia,Lepidoblepharis,hoogmoedi,0.4,-999
Reptilia,Lepidoblepharis,intermedius,-999,-999
Reptilia,Lepidoblepharis,microlepis,-999,-999
Reptilia,Lepidoblepharis,miyatai,-999,-999
Reptilia,Lepidoblepharis,montecanoensis,-999,-999
Reptilia,Lepidoblepharis,oxycephalus,-999,-999
Reptilia,Lepidoblepharis,peraccae,-999,-999
Reptilia,Lepidoblepharis,ruthveni,-999,-999
Reptilia,Lepidoblepharis,sanctaemartae,-999,-999
Reptilia,Lepidoblepharis,williamsi,-999,-999
Reptilia,Lepidoblepharis,xanthostigma,-999,-999
Reptilia,Pristurus,abdelkuri,-999,-999
Reptilia,Pristurus,adrarensis,-999,-999
Reptilia,Pristurus,carteri,-999,-999
Reptilia,Pristurus,celerrimus,-999,-999
Reptilia,Pristurus,collaris,-999,-999
Reptilia,Pristurus,crucifer,-999,-999
Reptilia,Pristurus,flavipunctatus,-999,-999
Reptilia,Pristurus,gallagheri,-999,-999
Reptilia,Pristurus,guichardi,-999,-999
Reptilia,Pristurus,insignis,-999,-999
Reptilia,Pristurus,insignoides,-999,-999
Reptilia,Pristurus,minimus,-999,-999
Reptilia,Pristurus,obsti,-999,-999
Reptilia,Pristurus,ornithocephalus,-999,-999
Reptilia,Pristurus,phillipsii,-999,-999
Reptilia,Pristurus,popovi,-999,-999
Reptilia,Pristurus,rupestris,0.51,-999
Reptilia,Pristurus,saada,-999,-999
Reptilia,Pristurus,samhaensis,-999,-999
Reptilia,Pristurus,simonettai,-999,-999
Reptilia,Pristurus,sokotranus,-999,-999
Reptilia,Pristurus,somalicus,-999,-999
Reptilia,Pseudogonatodes,barbouri,-999,-999
Reptilia,Pseudogonatodes,furvus,-999,-999
Reptilia,Pseudogonatodes,gasconi,-999,-999
Reptilia,Pseudogonatodes,guianensis,-999,0.6
Reptilia,Pseudogonatodes,lunulatus,-999,-999
