class,genus,species,female_body_mass_g,male_body_mass_g
Aves,Lalage,leucomela,-999,-999
Aves,Lalage,leucopyga,30,-999
Aves,Lalage,leucopygialis,29,-999
Aves,Lalage,maculosa,-999,-999
Aves,Lalage,melanoleuca,-999,-999
Aves,Lalage,moesta,-999,-999
Aves,Lalage,nigra,29,-999
Aves,Lalage,sueurii,-999,-999
Aves,Lalage,tricolor,-999,-999
Aves,Lobotos,lobatus,-999,-999
Aves,Lobotos,oriolinus,-999,-999
Aves,Pericrocotus,albifrons,-999,-999
Aves,Pericrocotus,brevirostris,-999,-999
Aves,Pericrocotus,cantonensis,-999,-999
Aves,Pericrocotus,cinnamomeus,10,8
Aves,Pericrocotus,divaricatus,-999,-999
Aves,Pericrocotus,erythropygius,-999,-999
Aves,Pericrocotus,ethologus,20,18.5
Aves,Pericrocotus,flammeus,25,26
Aves,Pericrocotus,igneus,10,8
Aves,Pericrocotus,roseus,-999,-999
Aves,Pericrocotus,solaris,-999,-999
Aves,Pericrocotus,speciosus,25,26
Aves,Pericrocotus,tegimae,-999,-999
Aves,Amaurospiza,carrizalensis,-999,-999
Aves,Amaurospiza,concolor,-999,-999
Aves,Amaurospiza,moesta,-999,-999
Aves,Cardinalis,cardinalis,41.825,44.075
Aves,Cardinalis,sinuatus,34.45,36.85
Aves,Caryothraustes,canadensis,-999,-999
Aves,Caryothraustes,poliogaster,-999,-999
Aves,Chlorothraupis,carmioli,-999,-999
Aves,Chlorothraupis,frenata,-999,-999
Aves,Chlorothraupis,olivacea,-999,-999
Aves,Chlorothraupis,stolzmanni,-999,-999
Aves,Cyanocompsa,brissonii,20.9,-999
Aves,Cyanocompsa,cyanoides,26,-999
Aves,Cyanocompsa,parellina,15.3,16.8
Aves,Cyanoloxia,glaucocaerulea,-999,-999
Aves,Granatellus,pelzelni,-999,-999
Aves,Granatellus,sallaei,-999,-999
Aves,Granatellus,venustus,-999,-999
Aves,Habia,atrimaxillaris,-999,48.9
Aves,Habia,fuscicauda,35.0375,38.8375
Aves,Habia,rubica,30.4,34
Aves,Parkerthraustes,humeralis,37,-999
Aves,Passerina,amoena,14.95,16
Aves,Passerina,caerulea,27.5,29.3
Aves,Passerina,ciris,15,16.125
Aves,Passerina,cyanea,14.4,15
Aves,Passerina,leclancherii,-999,-999
Aves,Passerina,rositae,-999,-999
Aves,Passerina,versicolor,12.8,13
Aves,Periporphyrus,erythromelas,-999,48
Aves,Pheucticus,aureoventris,-999,-999
Aves,Pheucticus,chrysogaster,66.7,-999
Aves,Pheucticus,chrysopeplus,77.6,-999
Aves,Pheucticus,ludovicianus,45.6,43.6
Aves,Pheucticus,melanocephalus,48.2,46.1
Aves,Pheucticus,tibialis,77.6,-999
Aves,Piranga,bidentata,-999,-999
Aves,Piranga,erythrocephala,-999,-999
Aves,Piranga,flava,39,45
Aves,Piranga,hepatica,39,45
Aves,Piranga,leucoptera,-999,-999
Aves,Piranga,ludoviciana,29.8,30.3
Aves,Piranga,lutea,39,45
Aves,Piranga,olivacea,27.3,29.3
Aves,Piranga,roseogularis,-999,-999
Aves,Piranga,rubra,29.5,29.1
Aves,Piranga,rubriceps,-999,-999
Aves,Rhodothraupis,celaeno,60,-999
Aves,Saltator,albicollis,40.6,-999
Aves,Saltator,atriceps,-999,-999
Aves,Saltator,atricollis,-999,53.8
Aves,Saltator,atripennis,-999,-999
Aves,Saltator,aurantiirostris,46.15,38.975
Aves,Saltator,cinctus,-999,-999
Aves,Saltator,coerulescens,51.5,52.3
Aves,Saltator,grossus,-999,-999
Aves,Saltator,maxillosus,-999,-999
Aves,Saltator,maximus,45.9,46.2
Aves,Saltator,nigriceps,46.15,38.975
Aves,Saltator,orenocensis,-999,-999
Aves,Saltator,similis,-999,-999
Aves,Saltator,striatipectus,40.6,-999
Aves,Spiza,americana,24.6,28.5
Aves,Certhia,americana,8.75,9
Aves,Certhia,brachydactyla,8.5,8.8
Aves,Certhia,discolor,10.1,-999
Aves,Certhia,familiaris,9,9.1
Aves,Certhia,himalayana,8.2,8.5
Aves,Certhia,hodgsoni,9,9.1
Aves,Certhia,manipurensis,10.1,-999
Aves,Certhia,nipalensis,-999,-999
Aves,Salpornis,salvadori,15,-999
Aves,Salpornis,spilonotus,15,-999
Aves,Abroscopus,albogularis,-999,-999
Aves,Abroscopus,schisticeps,-999,-999
Aves,Abroscopus,superciliaris,-999,6.5
Aves,Cettia,brunnifrons,-999,-999
Aves,Cettia,castaneocoronata,-999,-999
Aves,Cettia,cetti,11.5,15.65
Aves,Horornis,acanthizoides,-999,-999
Aves,Horornis,annae,151.6,143.6
Aves,Horornis,borealis,11.75,15.7
Aves,Horornis,brunnescens,-999,-999
Aves,Horornis,diphone,11.75,15.7
Aves,Horornis,flavolivaceus,-999,-999
Aves,Horornis,fortipes,-999,-999
Aves,Horornis,parens,14,-999
Aves,Horornis,ruficapilla,-999,-999
Aves,Horornis,seebohmi,11.75,14
Aves,Phyllergates,cuculatus,5.1,-999
Aves,Phyllergates,heterolaemus,5.1,-999
Aves,Tesia,cyaniventer,-999,-999
Aves,Tesia,olivea,-999,-999
Aves,Tickellia,hodgsoni,-999,-999
Aves,Urosphena,neumanni,14.2,15.8
Aves,Urosphena,pallidipes,-999,-999
Aves,Urosphena,squameiceps,-999,-999
Aves,Chaetops,aurantius,53.225,55.675
Aves,Chaetops,frenatus,53.225,57.325
Aves,Chloropsis,aurifrons,29,36
Aves,Chloropsis,cochinchinensis,-999,-999
Aves,Chloropsis,cyanopogon,-999,-999
Aves,Chloropsis,flavipennis,35.4,-999
Aves,Chloropsis,hardwickii,29.5,36
Aves,Chloropsis,jerdoni,-999,-999
Aves,Chloropsis,media,40,-999
Aves,Chloropsis,palawanensis,29.3,31.9
Aves,Chloropsis,sonnerati,-999,45.8
Aves,Cinclus,cinclus,57.075,66.325
Aves,Cinclus,leucocephalus,37,45
Aves,Cinclus,mexicanus,53.95,59.6
Aves,Cinclus,pallasii,74.4,88
Aves,Cinclus,schulzii,37,45
Aves,Apalis,alticola,11.8,12.2
Aves,Apalis,argentea,8,8.2
Aves,Apalis,binotata,8.5,8.2
Aves,Apalis,chapini,8,8.8
Aves,Apalis,chariessa,-999,-999
Aves,Apalis,chirindensis,8.4,8.7
Aves,Apalis,cinerea,9.15,10.375
Aves,Apalis,flavida,7.975,8.5
Aves,Apalis,flavigularis,10.2,11.15
Aves,Apalis,fuscigularis,10.2,11.15
Aves,Apalis,jacksoni,8.5,8.8
Aves,Apalis,kaboboensis,8,8.8
Aves,Apalis,karamojae,9,-999
Aves,Apalis,lynesi,10.2,11.15
Aves,Apalis,melanocephala,8.4,9
Aves,Apalis,nigriceps,8.3,8.4
Aves,Apalis,personata,9.7,9.6
Aves,Apalis,porphyrolaema,8,8.8
Aves,Apalis,ruddi,9.5,9.9
Aves,Apalis,rufogularis,8,8.2
Aves,Apalis,sharpii,8.3,9.1
Aves,Apalis,thoracica,10.2,11.15
Aves,Artisornis,metopias,8.4,9.1
Aves,Artisornis,moreaui,9,9.1
Aves,Bathmocercus,cerviniventris,16,-999
Aves,Bathmocercus,rufus,14.3,16.6
Aves,Calamonastes,fasciolatus,-999,-999
Aves,Calamonastes,simplex,-999,-999
Aves,Calamonastes,stierlingi,-999,-999
Aves,Calamonastes,undosus,-999,-999
Aves,Camaroptera,brachyura,9.558333334,10.73333333
Aves,Camaroptera,brevicaudata,9.616666667,10.73333333
Aves,Camaroptera,chloronota,9.6,10.8
Aves,Camaroptera,harterti,9.616666667,10.73333333
Aves,Camaroptera,superciliaris,8.3,9.2
Aves,Cisticola,aberdare,-999,24
Aves,Cisticola,aberrans,13.7,15.2
Aves,Cisticola,angusticauda,-999,-999
Aves,Cisticola,anonymus,12.5,15.5
Aves,Cisticola,aridulus,10.2,8.3
Aves,Cisticola,ayresii,-999,7.3
Aves,Cisticola,bodessa,14,21
Aves,Cisticola,brachypterus,7.55,7.5
Aves,Cisticola,brunnescens,-999,8
Aves,Cisticola,bulliens,13.55,17.5
Aves,Cisticola,cantans,-999,16
Aves,Cisticola,carruthersi,10.95,12
Aves,Cisticola,cherina,-999,-999
Aves,Cisticola,chiniana,13.3,17.3
Aves,Cisticola,chubbi,14.7,17.5
Aves,Cisticola,cinereolus,19,15.2
Aves,Cisticola,cinnamomeus,8.5,8.75
Aves,Cisticola,dambo,8.7,9.3
Aves,Cisticola,distinctus,13.125,16.5
Aves,Cisticola,emini,13.7,15.2
Aves,Cisticola,erythrops,13.55,15.7
Aves,Cisticola,exilis,6.75,7.4
Aves,Cisticola,eximius,-999,-999
Aves,Cisticola,fulvicapilla,7.9,8.6
Aves,Cisticola,galactotes,14.5,15.1
Aves,Cisticola,guinea,-999,-999
Aves,Cisticola,haematocephalus,14.5,15.1
Aves,Cisticola,haesitatus,-999,-999
Aves,Cisticola,hunteri,14.8,16.2
Aves,Cisticola,juncidis,6.4,7.55
Aves,Cisticola,lais,13.125,16.5
Aves,Cisticola,lateralis,14.9,18.9
Aves,Cisticola,lepe,13.55,15.7
Aves,Cisticola,luapula,14.5,15.1
Aves,Cisticola,lugubris,14.5,15.1
Aves,Cisticola,marginatus,14.5,15.1
Aves,Cisticola,melanurus,9.5,8
Aves,Cisticola,nana,5,-999
Aves,Cisticola,natalensis,13,20.8
Aves,Cisticola,nigriloris,17.7,21.8
Aves,Cisticola,njombe,10.2,11.55
Aves,Cisticola,pipiens,12.9,14.1
Aves,Cisticola,restrictus,-999,-999
Aves,Cisticola,robustus,15.05,19.3
Aves,Cisticola,ruficeps,-999,-999
Aves,Cisticola,rufilatus,12,-999
Aves,Cisticola,rufus,-999,-999
Aves,Cisticola,subruficapilla,9.25,12.1
Aves,Cisticola,textrix,9,11.9
Aves,Cisticola,tinniens,-999,13.75
Aves,Cisticola,woosnami,13.5,-999
Aves,Drymocichla,incana,10,10
Aves,Eminia,lepida,18.95,20
Aves,Eremomela,atricollis,9.7,11.3
Aves,Eremomela,badiceps,10.9,10.3
Aves,Eremomela,canescens,8,6
Aves,Eremomela,flavicrissalis,4.5,-999
Aves,Eremomela,gregalis,-999,-999
Aves,Eremomela,icteropygialis,7.8,7.3
Aves,Eremomela,pusilla,-999,-999
Aves,Eremomela,salvadorii,7.8,7.3
Aves,Eremomela,scotops,9.2,8.8
Aves,Eremomela,turneri,9,6
Aves,Eremomela,usticollis,8.2,8.6
Aves,Euryptila,subcinnamomea,-999,-999
Aves,Heliolais,erythropterus,-999,-999
Aves,Hypergerus,atriceps,-999,28
Aves,Incana,incana,-999,-999
Aves,Malcorus,pectoralis,9.6,10.7
Aves,Neomixis,striatigula,-999,-999
Aves,Neomixis,tenella,-999,-999
Aves,Neomixis,viridis,-999,-999
Aves,Oreolais,pulcher,8,9.5
Aves,Oreolais,ruwenzorii,9.7,10
Aves,Oreophilais,robertsi,9.7,10.3
Aves,Orthotomus,atrogularis,7.3,7.925
Aves,Orthotomus,castaneiceps,7.3,7.925
Aves,Orthotomus,chloronotus,7.3,7.925
Aves,Orthotomus,cinereiceps,-999,-999
Aves,Orthotomus,derbianus,-999,-999
Aves,Orthotomus,frontalis,7.6,8.15
Aves,Orthotomus,nigriceps,-999,-999
Aves,Orthotomus,ruficeps,-999,-999
Aves,Orthotomus,samarensis,7.9,10.1
Aves,Orthotomus,sepium,-999,-999
Aves,Orthotomus,sericeus,10.8,-999
Aves,Orthotomus,sutorius,7,-999
Aves,Phragmacia,substriata,9.9,11.4
Aves,Phyllolais,pulchella,6,6
Aves,Poliolais,lopezi,11.85,12.1
Aves,Prinia,atrogularis,-999,-999
Aves,Prinia,bairdii,12.8,13
Aves,Prinia,buchanani,-999,-999
Aves,Prinia,crinigera,13,16
Aves,Prinia,familiaris,-999,-999
Aves,Prinia,flavicans,8.2,9.3
Aves,Prinia,flaviventris,-999,7
Aves,Prinia,fluviatilis,-999,-999
Aves,Prinia,gracilis,7.7,7.3
Aves,Prinia,hodgsonii,6,6.2
Aves,Prinia,hypoxantha,8.1,9.1
Aves,Prinia,inornata,8.3,8.925
Aves,Prinia,maculosa,8.1,9.1
Aves,Prinia,melanops,12.8,13
Aves,Prinia,molleri,9,8.5
Aves,Prinia,polychroa,-999,-999
Aves,Prinia,rufescens,-999,-999
Aves,Prinia,socialis,-999,-999
Aves,Prinia,somalica,-999,7.5
Aves,Prinia,subflava,8.3,8.925
Aves,Prinia,superciliaris,-999,-999
Aves,Prinia,sylvatica,-999,-999
Aves,Scepomycter,rubehoensis,11,20
Aves,Scepomycter,winifredae,11,20
Aves,Schistolais,leontica,12.2,12.4
Aves,Schistolais,leucopogon,12,12.3
Aves,Spiloptila,clamans,-999,-999
Aves,Urolais,epichlorus,10.5,11.8
Aves,Urorhipis,rufifrons,-999,-999
Aves,Climacteris,affinis,21.4,21.9
Aves,Climacteris,erythrops,22.7,23.6
Aves,Climacteris,melanurus,30.3,33.5
Aves,Climacteris,picumnus,24.5,29.4
Aves,Climacteris,rufus,31.3,34.55
Aves,Cormobates,leucophaea,22.8,22.4
Aves,Cormobates,placens,-999,-999
Aves,Cnemophilus,loriae,80.5,91.75
Aves,Cnemophilus,macgregorii,97.5,105
Aves,Loboparadisea,sericea,73,62.25
Aves,Coereba,flaveola,9.70625,10.13125
Aves,Conopophaga,ardesiaca,-999,-999
Aves,Conopophaga,aurita,27.5,25.5
Aves,Conopophaga,castaneiceps,-999,-999
Aves,Conopophaga,cearae,-999,-999
Aves,Conopophaga,lineata,-999,-999
Aves,Conopophaga,melanogaster,-999,42.5
Aves,Conopophaga,melanops,-999,-999
Aves,Conopophaga,peruviana,-999,-999
Aves,Conopophaga,roberti,-999,-999
Aves,Pittasoma,michleri,-999,-999
Aves,Pittasoma,rufopileatum,-999,-999
Aves,Corcorax,melanorhamphos,376,-999
Aves,Struthidea,cinerea,116,-999
Aves,Aphelocoma,californica,75,81.4
Aves,Aphelocoma,coerulescens,75,79.3
Aves,Aphelocoma,insularis,108,101.15
Aves,Aphelocoma,ultramarina,112.5,109.875
Aves,Aphelocoma,unicolor,-999,124.75
Aves,Aphelocoma,wollweberi,112.5,109.875
Aves,Aphelocoma,woodhouseii,75,81.4
Aves,Calocitta,colliei,-999,-999
Aves,Calocitta,formosa,-999,-999
Aves,Cissa,chinensis,122,131.75
Aves,Cissa,hypoleuca,-999,-999
Aves,Cissa,jefferyi,-999,-999
Aves,Cissa,thalassina,-999,-999
Aves,Coloeus,monedula,215,234
Aves,Corvus,albicollis,930.5,1011
Aves,Corvus,albus,537,590.5
Aves,Corvus,bennetti,311,539
Aves,Corvus,brachyrhynchos,425,458
Aves,Corvus,capensis,520,612
Aves,Corvus,caurinus,366,415
Aves,Corvus,corax,1085,1080.5
Aves,Corvus,cornix,512,577
Aves,Corvus,corone,512,577
Aves,Corvus,coronoides,615,677.5
Aves,Corvus,crassirostris,1135,-999
Aves,Corvus,cryptoleucus,512,556
Aves,Corvus,culminatus,478.25,567.5
Aves,Corvus,dauuricus,191,218
Aves,Corvus,edithae,598,588
Aves,Corvus,enca,264,-999
Aves,Corvus,frugilegus,418,487.5
Aves,Corvus,hawaiiensis,485,555
Aves,Corvus,imparatus,-999,-999
Aves,Corvus,insularis,545,575.5
Aves,Corvus,jamaicensis,-999,-999
Aves,Corvus,kubaryi,238.25,253.25
Aves,Corvus,leucognaphalus,-999,-999
Aves,Corvus,levaillantii,478.25,567.5
Aves,Corvus,macrorhynchos,478.25,567.5
Aves,Corvus,meeki,-999,-999
Aves,Corvus,mellori,513.75,550.25
Aves,Corvus,minutus,263,315
Aves,Corvus,moneduloides,249,309
Aves,Corvus,nasicus,-999,-999
Aves,Corvus,orru,545,575.5
Aves,Corvus,ossifragus,270,299.95
Aves,Corvus,palmarum,-999,-999
Aves,Corvus,rhipidurus,587.5,705
Aves,Corvus,ruficollis,598,588
Aves,Corvus,sinaloae,-999,-999
Aves,Corvus,splendens,270,318.75
Aves,Corvus,tasmanicus,627.5,677.5
Aves,Corvus,torquatus,436.75,486.5
Aves,Corvus,tristis,-999,635
Aves,Corvus,unicolor,264,-999
Aves,Corvus,violaceus,264,-999
Aves,Corvus,woodfordi,-999,-999
Aves,Crypsirina,cucullata,-999,-999
Aves,Crypsirina,temia,-999,-999
Aves,Cyanocitta,cristata,77.1,82.4
Aves,Cyanocitta,stelleri,92,96
Aves,Cyanocorax,affinis,199,-999
Aves,Cyanocorax,beecheii,-999,-999
Aves,Cyanocorax,caeruleus,-999,272
Aves,Cyanocorax,cayanus,-999,-999
Aves,Cyanocorax,chrysops,-999,-999
Aves,Cyanocorax,cristatellus,-999,-999
Aves,Cyanocorax,cyanomelas,-999,-999
Aves,Cyanocorax,cyanopogon,146.25,-999
Aves,Cyanocorax,dickeyi,-999,-999
Aves,Cyanocorax,luxuosus,79.7,88.3
Aves,Cyanocorax,melanocyaneus,-999,-999
Aves,Cyanocorax,mystacalis,149,160
Aves,Cyanocorax,sanblasianus,-999,-999
Aves,Cyanocorax,violaceus,-999,-999
Aves,Cyanocorax,yncas,79.7,88.3
Aves,Cyanocorax,yucatanicus,-999,-999
Aves,Cyanolyca,argentigula,-999,-999
Aves,Cyanolyca,armillata,-999,-999
Aves,Cyanolyca,cucullata,94.2,109
Aves,Cyanolyca,mirabilis,-999,52.175
Aves,Cyanolyca,nanus,-999,-999
Aves,Cyanolyca,pumilo,-999,47
Aves,Cyanolyca,turcosa,-999,-999
Aves,Cyanolyca,viridicyanus,113,127
Aves,Cyanopica,cooki,80.5,86
Aves,Cyanopica,cyanus,80.5,86
Aves,Dendrocitta,bayleii,-999,103
Aves,Dendrocitta,cinerascens,-999,-999
Aves,Dendrocitta,formosae,100,105.75
Aves,Dendrocitta,frontalis,-999,-999
Aves,Dendrocitta,leucogastra,99.25,-999
Aves,Dendrocitta,occipitalis,-999,-999
Aves,Dendrocitta,vagabunda,108,120
Aves,Garrulus,glandarius,155,166.125
Aves,Garrulus,lanceolatus,95,99.8
Aves,Garrulus,lidthi,-999,-999
Aves,Gymnorhinus,cyanocephalus,99,111
Aves,Nucifraga,caryocatactes,172.5,188.75
Aves,Nucifraga,columbiana,123,137
Aves,Nucifraga,multipunctata,172.5,188.75
Aves,Perisoreus,canadensis,67.6,75.525
Aves,Perisoreus,infaustus,81.8,87.6
Aves,Perisoreus,internigrans,-999,-999
Aves,Pica,hudsonia,203,208.75
Aves,Pica,nuttalli,143.05,173.75
Aves,Pica,pica,205,230
Aves,Platylophus,galericulatus,77.9,-999
Aves,Platysmurus,leucopterus,-999,-999
Aves,Podoces,biddulphi,-999,-999
Aves,Podoces,hendersoni,119,121.5
Aves,Podoces,panderi,87,91.3
Aves,Podoces,pleskei,-999,-999
Aves,Psilorhinus,morio,244,257.5
Aves,Ptilostomus,afer,-999,-999
Aves,Pyrrhocorax,graculus,207.5,234.75
Aves,Pyrrhocorax,pyrrhocorax,224.4,260.7
Aves,Temnurus,temnurus,-999,-999
Aves,Urocissa,caerulea,-999,-999
Aves,Urocissa,erythroryncha,140,168.5
Aves,Urocissa,flavirostris,140.125,167.375
Aves,Urocissa,ornata,196,-999
Aves,Urocissa,whiteheadi,-999,-999
Aves,Zavattariornis,stresemanni,-999,-999
Aves,Ampelioides,tschudii,-999,-999
Aves,Ampelion,rubrocristatus,-999,-999
Aves,Ampelion,rufaxilla,-999,-999
Aves,Carpodectes,antoniae,-999,-999
Aves,Carpodectes,hopkei,102,-999
Aves,Carpodectes,nitidus,89,116
Aves,Carpornis,cucullata,74,77.9
Aves,Carpornis,melanocephala,-999,-999
Aves,Cephalopterus,glabricollis,320,450
Aves,Cephalopterus,ornatus,380,-999
Aves,Cephalopterus,penduliger,-999,338
Aves,Conioptilon,mcilhennyi,-999,-999
Aves,Cotinga,amabilis,69.8,74
Aves,Cotinga,cayana,-999,-999
Aves,Cotinga,cotinga,-999,-999
Aves,Cotinga,maculata,-999,65
Aves,Cotinga,maynana,-999,-999
Aves,Cotinga,nattererii,-999,-999
Aves,Cotinga,ridgwayi,62.8,53.35
Aves,Doliornis,remseni,-999,-999
Aves,Doliornis,sclateri,-999,-999
Aves,Gymnoderus,foetidus,215.5,344
Aves,Haematoderus,militaris,227,-999
Aves,Lipaugus,fuscocinereus,138,-999
Aves,Lipaugus,lanioides,-999,-999
Aves,Lipaugus,streptophorus,-999,-999
Aves,Lipaugus,unirufus,80.3,83.7
Aves,Lipaugus,uropygialis,-999,116
Aves,Lipaugus,vociferans,-999,-999
Aves,Lipaugus,weberi,-999,-999
Aves,Perissocephalus,tricolor,319,360
Aves,Phoenicircus,carnifex,95,72.9
Aves,Phoenicircus,nigricollis,103,90
Aves,Phytotoma,raimondii,-999,-999
Aves,Phytotoma,rara,-999,-999
Aves,Phytotoma,rutila,-999,-999
Aves,Pipreola,arcuata,-999,-999
Aves,Pipreola,aureopectus,46,46
Aves,Pipreola,chlorolepidota,-999,-999
Aves,Pipreola,formosa,-999,-999
Aves,Pipreola,frontalis,-999,-999
Aves,Pipreola,intermedia,-999,-999
Aves,Pipreola,jucunda,46,46
Aves,Pipreola,lubomirskii,46,46
Aves,Pipreola,pulchra,46,46
Aves,Pipreola,riefferii,49.4,49.8
Aves,Pipreola,whitelyi,-999,50
Aves,Porphyrolaema,porphyrolaema,-999,-999
Aves,Procnias,albus,-999,210
Aves,Procnias,averano,127,168
Aves,Procnias,nudicollis,146.5,201
Aves,Procnias,tricarunculatus,148,210
Aves,Pyroderus,scutatus,350,413
Aves,Querula,purpurata,102.5,112.5
Aves,Rupicola,peruvianus,220,272.5
Aves,Rupicola,rupicola,182,207.25
Aves,Snowornis,cryptolophus,-999,73.775
Aves,Snowornis,subalaris,-999,-999
Aves,Tijuca,condita,80,-999
Aves,Xipholena,atropurpurea,61.5,61.5
Aves,Xipholena,lamellipennis,-999,-999
Aves,Xipholena,punicea,66,70
Aves,Zaratornis,stresemanni,51.6,53
Aves,Cracticus,cassicus,145,-999
Aves,Cracticus,mentalis,-999,-999
Aves,Cracticus,nigrogularis,125.3,-999
Aves,Cracticus,quoyi,151.2,-999
Aves,Cracticus,torquatus,80.375,85
Aves,Gymnorhina,tibicen,297,-999
Aves,Peltops,blainvillii,29.5,-999
Aves,Peltops,montanus,-999,-999
Aves,Strepera,fuliginosa,341.5,411
Aves,Strepera,graculina,280,320.5
Aves,Strepera,versicolor,368,435
Aves,Dasyornis,brachypterus,40.2,40.5
Aves,Dasyornis,broadbenti,66,70.7
Aves,Dasyornis,longirostris,40.2,40.5
Aves,Dicaeum,aeneum,8.825,9.55
Aves,Dicaeum,aeruginosum,8,-999
Aves,Dicaeum,agile,8,-999
Aves,Dicaeum,annae,-999,-999
Aves,Dicaeum,anthonyi,-999,-999
Aves,Dicaeum,aureolimbatum,-999,-999
Aves,Dicaeum,australe,10.4,-999
Aves,Dicaeum,bicolor,-999,-999
Aves,Dicaeum,celebicum,6.5,-999
Aves,Dicaeum,chrysorrheum,-999,9
Aves,Dicaeum,concolor,6.5,-999
Aves,Dicaeum,cruentatum,5.7,6.55
Aves,Dicaeum,erythrorhynchos,6.3,-999
Aves,Dicaeum,erythrothorax,-999,-999
Aves,Dicaeum,eximium,7.5,-999
Aves,Dicaeum,geelvinkianum,-999,7
Aves,Dicaeum,haematostictum,10.4,-999
Aves,Dicaeum,hirundinaceum,8.775,9.275
Aves,Dicaeum,hypoleucum,-999,-999
Aves,Dicaeum,ignipectus,5.8,6
Aves,Dicaeum,maugei,-999,-999
Aves,Dicaeum,melanoxanthum,-999,-999
Aves,Dicaeum,minullum,6.5,-999
Aves,Dicaeum,nigrilore,-999,-999
Aves,Dicaeum,nitidum,-999,7
Aves,Dicaeum,pectorale,-999,7
Aves,Dicaeum,proprium,-999,10.2
Aves,Dicaeum,pygmaeum,-999,-999
Aves,Dicaeum,retrocinctum,-999,-999
Aves,Dicaeum,schistaceiceps,-999,-999
Aves,Dicaeum,trigonostigma,-999,-999
Aves,Dicaeum,tristrami,-999,-999
Aves,Dicaeum,vincens,-999,-999
Aves,Dicaeum,virescens,6.5,-999
Aves,Dicaeum,vulneratum,-999,-999
Aves,Prionochilus,maculatus,7.825,9.425
Aves,Prionochilus,olivaceus,-999,-999
Aves,Prionochilus,percussus,-999,-999
Aves,Prionochilus,plateni,-999,-999
Aves,Prionochilus,thoracicus,-999,8.9
Aves,Prionochilus,xanthopygius,-999,-999
Aves,Chaetorhynchus,papuensis,33.4,41.25
Aves,Dicrurus,adsimilis,46,-999
Aves,Dicrurus,aeneus,25.9,27
Aves,Dicrurus,aldabranus,46,51
Aves,Dicrurus,andamanensis,-999,-999
Aves,Dicrurus,annectans,44,-999
Aves,Dicrurus,atripennis,40.45,39
Aves,Dicrurus,balicassius,72.75,71.325
Aves,Dicrurus,bracteatus,75.8,91
Aves,Dicrurus,caerulescens,38.3,-999
Aves,Dicrurus,densus,75.8,81
Aves,Dicrurus,forficatus,-999,-999
Aves,Dicrurus,hottentottus,75.8,81
Aves,Dicrurus,leucophaeus,41.8,-999
Aves,Dicrurus,lophorinus,73,112
Aves,Dicrurus,ludwigii,30.85,35.5
Aves,Dicrurus,macrocercus,46,51
Aves,Dicrurus,megarhynchus,129.75,-999
Aves,Dicrurus,menagei,75.8,81
Aves,Dicrurus,modestus,46,-999
Aves,Dicrurus,montanus,-999,-999
Aves,Dicrurus,paradiseus,73,112
Aves,Dicrurus,remifer,-999,-999
Aves,Dicrurus,sumatranus,75.8,81
Aves,Donacobius,atricapilla,36,39
Aves,Dulus,dominicus,-999,-999
Aves,Aimophila,botterii,21,19.7
Aves,Aimophila,notosticta,-999,27.1
Aves,Aimophila,rufescens,-999,-999
Aves,Aimophila,ruficeps,17.925,19.3
Aves,Ammodramus,aurifrons,-999,-999
Aves,Ammodramus,bairdii,17.8,18.9
Aves,Ammodramus,caudacutus,17.475,20.625
Aves,Ammodramus,henslowii,12.7,12.8
Aves,Ammodramus,humeralis,15.5,16.5
Aves,Ammodramus,leconteii,13.8,13.8
Aves,Ammodramus,maritimus,22.25,23.825
Aves,Ammodramus,nelsoni,17.025,18.675
Aves,Ammodramus,sandwichensis,19.5,20.6
Aves,Ammodramus,savannarum,18.4,17.7
Aves,Amphispiza,bilineata,13.4,14.1
Aves,Amphispiza,quinquestriata,18.75,20.3
Aves,Arremon,abeillei,-999,-999
Aves,Arremon,assimilis,-999,-999
Aves,Arremon,atricapillus,-999,-999
Aves,Arremon,aurantiirostris,-999,-999
Aves,Arremon,basilicus,-999,-999
Aves,Arremon,brunneinucha,-999,-999
Aves,Arremon,castaneiceps,-999,36.825
Aves,Arremon,costaricensis,-999,-999
Aves,Arremon,crassirostris,40.5,36.9
Aves,Arremon,flavirostris,-999,-999
Aves,Arremon,franciscanus,-999,23.95
Aves,Arremon,perijanus,-999,-999
Aves,Arremon,phaeopleurus,-999,-999
Aves,Arremon,phygas,-999,-999
Aves,Arremon,schlegeli,-999,-999
Aves,Arremon,semitorquatus,25.5,25.3
Aves,Arremon,taciturnus,25.5,25.3
Aves,Arremon,torquatus,40.75,39.525
Aves,Arremon,virenticeps,-999,41
Aves,Arremonops,chloronotus,-999,-999
Aves,Arremonops,conirostris,38,42.3
Aves,Arremonops,rufivirgatus,21.69,23.2
Aves,Artemisiospiza,belli,17.7,18.5
Aves,Artemisiospiza,nevadensis,17.7,18.5
Aves,Atlapetes,albinucha,-999,-999
Aves,Atlapetes,albofrenatus,-999,-999
Aves,Atlapetes,canigenis,-999,-999
Aves,Atlapetes,citrinellus,-999,28
